id,query_type,question,answerable,vector_hit_at_20,lexical_hit_at_20,union_candidate_hit,lexical_rescue,semantic_rescue,vector_hit_at_1,vector_hit_at_5,vector_mrr,lexical_hit_at_1,lexical_hit_at_5,lexical_mrr,rrf_hit_at_1,rrf_hit_at_5,rrf_mrr,vector_reranked_hit_at_1,vector_reranked_hit_at_5,vector_reranked_mrr,hybrid_reranked_hit_at_1,hybrid_reranked_hit_at_5,hybrid_reranked_mrr,vector_sources,lexical_sources,rrf_sources,hybrid_reranked_sources,vector_seconds,lexical_seconds,fusion_seconds,vector_rerank_seconds,hybrid_rerank_seconds,vector_reranked_seconds,rrf_seconds,hybrid_reranked_seconds
q111,semantic,What process decides which worker machine receives a newly created workload?,True,1,0,1,0,1,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-replication.md|kafka-overview.md,,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-replication.md|kafka-overview.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md|postgres-mvcc.md,0.07512289995793253,0.05024990008678287,7.969990838319063e-05,0.36121680005453527,0.36587929993402213,0.4363397000124678,0.1254524999530986,0.4913317998871207
q112,semantic,Why might a cluster machine be rejected before workload placement scores are calculated?,True,1,0,1,0,1,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-replication.md,,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-replication.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md|kafka-overview.md,0.07455710007343441,0.053837799932807684,6.960006430745125e-05,0.3564293999224901,0.36757890006992966,0.43098649999592453,0.12846450007054955,0.4960434001404792
q113,semantic,How are feasible Kubernetes machines ranked for placement?,True,1,0,1,0,1,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,0.07245149998925626,0.05372740002349019,7.319997530430555e-05,0.3428587999660522,0.3531253000255674,0.41531029995530844,0.12625209998805076,0.47937740001361817
q114,semantic,Which component starts containers after placement has been recorded?,True,1,0,1,0,1,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-replication.md|kafka-overview.md|postgres-mvcc.md,,kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-replication.md|kafka-overview.md|postgres-mvcc.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,0.08012820000294596,0.05217629997059703,7.98000255599618e-05,0.34765140002127737,0.34443329996429384,0.4277796000242233,0.13238429999910295,0.4768175999633968
q115,semantic,How can a workload prefer labeled machines or avoid unsuitable ones?,True,1,0,1,0,1,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-replication.md|kafka-overview.md,,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-replication.md|kafka-overview.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md|kubernetes-scheduling.md|postgres-replication.md,0.07564040005672723,0.053628899971954525,0.00010009994730353355,0.3633976000128314,0.3651730000274256,0.4390380000695586,0.1293693999759853,0.4945424000034109
q116,semantic,What platform lets producers and consumers exchange persistent ordered event streams?,True,1,0,1,0,1,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-replication.md|postgres-replication.md,,kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-replication.md|postgres-replication.md,kafka-overview.md|kafka-overview.md|postgres-replication.md|kafka-overview.md|kafka-overview.md,0.06985139998141676,0.05702170007862151,0.00011119991540908813,0.3748127000872046,0.3546087999129668,0.44466410006862134,0.12698429997544736,0.48159309988841414
q117,semantic,How can multiple consumers split work while preserving order within each shard?,True,1,0,1,0,1,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,kafka-overview.md|kafka-overview.md|kafka-overview.md|kubernetes-scheduling.md|postgres-replication.md,,kafka-overview.md|kafka-overview.md|kafka-overview.md|kubernetes-scheduling.md|postgres-replication.md,kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-replication.md|postgres-mvcc.md,0.08389120001811534,0.06384700001217425,8.729996625334024e-05,0.36975900002289563,0.37998179998248816,0.453650200041011,0.14782549999654293,0.5278072999790311
q118,semantic,What lets an application reread older events it processed previously?,True,1,0,1,0,1,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,kafka-overview.md|kafka-overview.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md,,kafka-overview.md|kafka-overview.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md,kafka-overview.md|kafka-overview.md|postgres-mvcc.md|postgres-mvcc.md|kafka-overview.md,0.08142320008482784,0.060881500015966594,0.0001058999914675951,0.39948979998007417,0.4154547000071034,0.480913000064902,0.14241060009226203,0.5578653000993654
q119,semantic,How does an event-log cluster continue serving a shard after its active broker fails?,True,1,0,1,0,1,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-replication.md,,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-replication.md,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-replication.md,0.08557090000249445,0.05428559996653348,8.310005068778992e-05,0.3801208999939263,0.36869729997124523,0.46569179999642074,0.13993960001971573,0.508636899990961
q120,semantic,Why can separate applications independently consume the same event history?,True,1,0,1,0,1,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-mvcc.md|postgres-replication.md,,kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-mvcc.md|postgres-replication.md,kafka-overview.md|kafka-overview.md|kubernetes-scheduling.md|postgres-replication.md|kafka-overview.md,0.07329219998791814,0.04957029991783202,0.00011090002954006195,0.36589250003453344,0.351763500017114,0.4391847000224516,0.12297339993529022,0.4747368999524042
q121,lexical,WAL,True,1,1,1,0,0,0,1,0.5,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-mvcc.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md,postgres-replication.md|postgres-replication.md|kafka-overview.md|postgres-mvcc.md|postgres-mvcc.md,postgres-replication.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md,postgres-replication.md|postgres-mvcc.md|postgres-replication.md|kafka-overview.md|postgres-replication.md,0.06981610006187111,0.050702800042927265,8.390005677938461e-05,0.3293050999054685,0.31894530006684363,0.39912119996733963,0.12060280016157776,0.4395481002284214
q122,lexical,MVCC,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|kafka-overview.md,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|kafka-overview.md,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|kafka-overview.md,0.06713770003989339,0.06596799998078495,8.150003850460052e-05,0.3141733999364078,0.31933590001426637,0.3813110999763012,0.13318720005918294,0.4525231000734493
q123,lexical,Read Committed,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md|postgres-replication.md,postgres-mvcc.md|postgres-mvcc.md,postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md|postgres-replication.md,postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md|kafka-overview.md,0.06846850004512817,0.049357400042936206,7.329997606575489e-05,0.31556910008657724,0.3239968999987468,0.3840376001317054,0.11789920006413013,0.44189610006287694
q124,lexical,Repeatable Read,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-mvcc.md|kafka-overview.md|postgres-replication.md|postgres-mvcc.md|kafka-overview.md,postgres-mvcc.md,postgres-mvcc.md|kafka-overview.md|postgres-replication.md|postgres-mvcc.md|kafka-overview.md,postgres-mvcc.md|kafka-overview.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md,0.06770620006136596,0.05170760001055896,0.00010009994730353355,0.32853489997796714,0.3246640000725165,0.3962411000393331,0.11951390001922846,0.44417790009174496
q125,lexical,VACUUM,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-mvcc.md|kafka-overview.md|kubernetes-scheduling.md|kafka-overview.md|postgres-replication.md,postgres-mvcc.md,postgres-mvcc.md|kafka-overview.md|kubernetes-scheduling.md|kafka-overview.md|postgres-replication.md,postgres-mvcc.md|kubernetes-scheduling.md|postgres-replication.md|kubernetes-scheduling.md|kafka-overview.md,0.06685799988918006,0.05783310008700937,9.519990999251604e-05,0.3496354999952018,0.35033170005772263,0.4164934998843819,0.12478629988618195,0.4751179999439046
q126,lexical,autovacuum,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-mvcc.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-replication.md,postgres-mvcc.md,postgres-mvcc.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-replication.md,postgres-mvcc.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|kubernetes-scheduling.md,0.07317890005651861,0.05156379996333271,8.359993807971478e-05,0.3310275000985712,0.3229669000720605,0.4042064001550898,0.12482629995793104,0.44779320002999157
q127,lexical,transaction ID wraparound,True,1,1,1,0,0,0,1,0.5,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-replication.md|postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md|postgres-mvcc.md,postgres-mvcc.md,postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md,0.0750726000405848,0.04628029989544302,9.360001422464848e-05,0.3295306999934837,0.31884780002292246,0.4046033000340685,0.12144649995025247,0.44029429997317493
q128,lexical,node affinity,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,0.06562669994309545,0.053135800058953464,8.559995330870152e-05,0.3224952999735251,0.3240656000562012,0.38812199991662055,0.11884809995535761,0.44291370001155883
q129,lexical,Pod affinity,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,kubernetes-scheduling.md|kubernetes-scheduling.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,0.06731489999219775,0.04967490001581609,7.329997606575489e-05,0.3187091000145301,0.32676920003723353,0.3860240000067279,0.1170630999840796,0.44383230002131313
q130,lexical,kubelet,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md|kafka-overview.md,kubernetes-scheduling.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md|kafka-overview.md,kubernetes-scheduling.md|kafka-overview.md|kubernetes-scheduling.md|kafka-overview.md|kubernetes-scheduling.md,0.08779999997932464,0.04935689992271364,7.830001413822174e-05,0.3337976000038907,0.3411461999639869,0.42159759998321533,0.1372351999161765,0.47838139988016337
q131,lexical,Kafka consumer group,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-mvcc.md,kafka-overview.md|kafka-overview.md,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-mvcc.md,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-replication.md,0.07847299997229129,0.053193400031886995,8.9599983766675e-05,0.40320850000716746,0.351101899985224,0.48168149997945875,0.13175599998794496,0.48285789997316897
q132,lexical,replication factor,True,1,1,1,0,0,0,1,0.2,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md,kafka-overview.md,kafka-overview.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-replication.md,kafka-overview.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md,0.06847459997516125,0.049511800054460764,6.929994560778141e-05,0.3166304000187665,0.32952529995236546,0.3851049999939278,0.1180556999752298,0.44758099992759526
q133,lexical,sequential offsets,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,kafka-overview.md|postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md,kafka-overview.md,kafka-overview.md|kafka-overview.md|postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md,kafka-overview.md|kafka-overview.md|postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md,0.08716459991410375,0.04956590000074357,0.00011230004020035267,0.3256222000345588,0.3093573999358341,0.4127867999486625,0.13684279995504767,0.4462001998908818
q134,lexical,logical replication,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-replication.md|postgres-replication.md|kafka-overview.md|postgres-replication.md|kafka-overview.md,postgres-replication.md|postgres-replication.md,postgres-replication.md|postgres-replication.md|kafka-overview.md|postgres-replication.md|kafka-overview.md,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md,0.08274320000782609,0.0624068999895826,8.829997386783361e-05,0.3064346000319347,0.3124651999678463,0.38917780003976077,0.14523839997127652,0.4577035999391228
q135,lexical,streaming replication,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md|kafka-overview.md,postgres-replication.md|postgres-mvcc.md|postgres-replication.md|kafka-overview.md|postgres-replication.md,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md|kafka-overview.md,postgres-replication.md|postgres-replication.md|kafka-overview.md|postgres-mvcc.md|postgres-replication.md,0.08521629997994751,0.06191499996930361,7.780001033097506e-05,0.33167770004365593,0.3272259999066591,0.41689400002360344,0.1472090999595821,0.4744350998662412
q136,mixed,WAL standby,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-replication.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md|postgres-replication.md,postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md|postgres-mvcc.md,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md|kafka-overview.md,postgres-replication.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md|kafka-overview.md,0.07251290010754019,0.05402660008985549,7.049995474517345e-05,0.33401340001728386,0.3220362999709323,0.40652630012482405,0.12661000015214086,0.44864630012307316
q137,mixed,synchronous replication durability latency,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md|postgres-replication.md,postgres-replication.md,postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md|postgres-replication.md,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md,0.0737502999836579,0.050640400033444166,5.870009772479534e-05,0.3435493999859318,0.3381705000065267,0.4172996999695897,0.12444940011482686,0.46261990012135357
q138,mixed,replication slots retained WAL,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md|postgres-mvcc.md,postgres-replication.md,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md|postgres-mvcc.md,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md|kafka-overview.md,0.0878182000014931,0.051732299965806305,7.730000652372837e-05,0.3274395000189543,0.3298226000042632,0.4152577000204474,0.13962779997382313,0.46945039997808635
q139,mixed,logical replication selected tables,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-replication.md|postgres-replication.md|kafka-overview.md|postgres-replication.md|postgres-replication.md,postgres-replication.md|postgres-replication.md,postgres-replication.md|postgres-replication.md|kafka-overview.md|postgres-replication.md|postgres-replication.md,postgres-replication.md|postgres-replication.md|postgres-mvcc.md|postgres-replication.md|kafka-overview.md,0.06311099999584258,0.05344089993741363,7.730000652372837e-05,0.3149527000496164,0.31192060001194477,0.378063700045459,0.11662919993977994,0.4285497999517247
q140,mixed,MVCC snapshot row versions,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md,postgres-mvcc.md|postgres-mvcc.md,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md,0.07745959993917495,0.04624410008545965,0.00019240006804466248,0.31457679998129606,0.32476089999545366,0.392036399920471,0.12389610009267926,0.4486570000881329
q141,mixed,Read Committed new snapshot,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md|kafka-overview.md,postgres-mvcc.md|postgres-mvcc.md,postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md|kafka-overview.md,postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md|kafka-overview.md,0.08588030003011227,0.0712418999755755,0.0003141999477520585,0.4030071999877691,0.3894684000406414,0.4888875000178814,0.15743639995343983,0.5469047999940813
q142,mixed,VACUUM table bloat,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md,postgres-mvcc.md,postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md,postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md|kubernetes-scheduling.md|kubernetes-scheduling.md,0.09340250003151596,0.06504479993600398,9.670003782957792e-05,0.39947589999064803,0.3842848000349477,0.492878400022164,0.15854400000534952,0.5428288000402972
