id,question,answerability,trap_type,prompt_mode,generated_answer,evidence_status,observed_status,retrieved_sources,source_count,citation_count,invalid_citation_count,prompt_tokens,retrieval_seconds,vector_seconds,lexical_seconds,fusion_seconds,generation_seconds,total_claims,supported_claims,partially_supported_claims,unsupported_claims,claims_with_citations,citations_that_support_claim,manual_correctness,manual_groundedness,manual_partial_handling,notes
g011,What is the difference between Kubernetes resource requests and limits during scheduling?,full,none,baseline,The difference between Kubernetes resource requests and limits during scheduling lies in how these concepts affect the allocation of resources to pods. Requests represent the minimum amount of CPU and memory,,UNDECLARED,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md,4,0,0,2,0.15356940031051636,0.09433660004287958,0.059171800035983324,6.100023165345192e-05,131.0856236249674,1,0,1,0,0,0,0,0,,Describes requests as a minimum rather than reserved scheduling capacity; limits omitted.
g012,"How do taints, tolerations, and node affinity affect Pod placement?",full,none,baseline,"Taints, tolerations, and node affinity all play crucial roles in Pod placement within Kubernetes clusters.

Taints can be applied to nodes to mark them",,UNDECLARED,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md,4,0,0,2,0.13117969990707934,0.07011329988017678,0.060966100078076124,0.00010029994882643223,131.0856236249674,1,1,0,0,0,0,0,1,,Vague supported statement; requested mechanisms are not explained.
g013,What happens after the Kubernetes scheduler binds a Pod to a node?,full,none,baseline,"After the Kubernetes scheduler binds a Pod to a node, the kubelet on that node works with the container runtime to obtain images and start the containers.",,UNDECLARED,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-replication.md,5,0,0,2,0.11259169969707727,0.06739929993636906,0.04512199992313981,7.039983756840229e-05,119.50011367496336,1,1,0,0,0,0,1,1,,Complete and supported kubelet/container-runtime answer.
g014,How do Kafka partitions provide ordering and parallelism?,full,none,baseline,Kafka partitions provide both ordering and parallelism through their replication mechanism and assignment of partitions to consumer groups. Each partition is replicated across brokers with a specified replication factor,,UNDECLARED,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md,4,0,0,2,0.13736410019919276,0.08095180010423064,0.05631890008226037,9.34000127017498e-05,119.50011367496336,2,1,1,0,0,0,0,0,,Conflates ordering and parallelism with replication and consumer-group assignment.
g015,How do Kafka consumer groups divide partition work?,full,none,baseline,Kafka consumer groups divide partition work by assigning each partition to at most one consumer within the group. This allows the group to independently read the same events for separate,,UNDECLARED,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md,4,0,0,2,0.1540330999996513,0.10510109993629158,0.04887489997781813,5.710008554160595e-05,119.50011367496336,2,1,1,0,0,0,1,0,,Core one-consumer-per-partition claim is correct; group independence wording is conflated.
g016,"How does PostgreSQL streaming replication work, and which exact PostgreSQL version introduced it?",partial,missing_version,baseline,PostgreSQL streaming replication works by keeping one or more standby servers synchronized with a primary database server. The primary records every database change in the write-ahead log (common,,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md,5,0,0,2,0.11852380004711449,0.07188769988715649,0.04658930003643036,4.6800123527646065e-05,119.50011367496336,1,1,0,0,0,0,0,1,0,Explains replication but does not acknowledge the missing introduction version.
g017,"What trade-off does synchronous replication make, and what is its exact default acknowledgement timeout?",partial,missing_number,baseline,Synchronous replication makes a trade-off between high transactional performance (low commit latency) and strong data durability (redundant backups). The default acknowledgement timeout,,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md|postgres-replication.md,5,0,0,2,0.12177610024809837,0.07015720009803772,0.05155090009793639,6.800005212426186e-05,119.65862112503964,1,0,1,0,0,0,0,0,0,Trade-off wording is imprecise and missing timeout is not handled.
g018,"Why are replication slots useful, and what exact maximum amount of WAL may a slot retain by default?",partial,missing_number,baseline,"Replication slots are useful in preventing the primary from deleting WAL segments that a standby or logical replication consumer still needs. By default, a replication slot retains up to",,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md|postgres-replication.md,5,0,0,2,0.11011399980634451,0.06637050001882017,0.043700699927285314,4.279986023902893e-05,119.65862112503964,1,1,0,0,0,0,0,1,0,Explains slots but does not acknowledge the absent retention maximum.
g019,"How does logical replication differ from physical replication, and what minimum version supports each?",partial,missing_version,baseline,Logical replication differs from physical replication in that logical replication publishes row-level changes for selected tables and can replicate between databases with different physical layouts or major PostgreSQL versions. Physical,,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md|kafka-overview.md,5,0,0,2,0.12453579995781183,0.07912499993108213,0.04535800009034574,5.279993638396263e-05,119.65862112503964,1,1,0,0,0,0,0,1,0,Explains logical replication but omits the unsupported minimum versions.
g020,"How do MVCC snapshots determine visibility, and how many bytes of memory does each snapshot consume?",partial,missing_number,baseline,"MVCC snapshots determine visibility through the following mechanisms:

Under the Read Committed isolation level, each SQL statement or transaction receives a new snapshot. This means that each",,UNDECLARED,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md,4,0,0,2,0.11464829975739121,0.07158809993416071,0.04301819996908307,4.1999854147434235e-05,119.65862112503964,1,0,1,0,0,0,0,0,0,Overgeneralizes snapshot scope and never handles memory size.
g021,"What does VACUUM do, and what is the exact default interval at which autovacuum runs?",partial,missing_number,baseline,VACUUM performs an operation to reclaim unused space occupied by deleted or obsolete row versions in PostgreSQL databases. It marks these spaces as reusable so that they can,,UNDECLARED,postgres-mvcc.md,1,0,0,2,0.12819789978675544,0.0829318999312818,0.045206099981442094,5.989987403154373e-05,104.6330111999996,1,1,0,0,0,0,0,1,0,Explains VACUUM but not the missing autovacuum interval.
g022,"How does the Kubernetes scheduler filter nodes, and what are the exact default weights for every scoring plugin?",partial,missing_number,baseline,"The Kubernetes scheduler filters nodes based on several criteria before assigning them to new pods. Nodes are initially filtered out if they lack sufficient CPU or memory, do not match",,UNDECLARED,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md,4,0,0,2,0.1185822996776551,0.07199699990451336,0.04651069990359247,7.459986954927444e-05,104.6330111999996,1,1,0,0,0,0,0,1,0,Explains filtering but not the absent scoring weights.
g023,"How do resource requests affect scheduling, and what default CPU request is assigned when none is specified?",partial,missing_configuration,baseline,"Resource requests play a crucial role in Kubernetes scheduling. When a new pod is created, the Kubernetes scheduler evaluates all available nodes based on their compatibility with the pod's",,UNDECLARED,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md,4,0,0,2,0.14652660000137985,0.10100570018403232,0.04545309999957681,6.779981777071953e-05,104.6330111999996,2,2,0,0,0,0,0,1,0,Supported scheduling description but missing CPU default is not handled.
g024,"How do Kafka partitions enable parallelism, and what is the maximum supported partition count per broker?",partial,missing_number,baseline,"Kafka partitions enable parallelism through their ability to distribute storage and processing across multiple brokers. Each partition is replicated across brokers based on its replication factor, with one",,UNDECLARED,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|kubernetes-scheduling.md,5,0,0,2,0.10662690014578402,0.06507920008152723,0.04148080013692379,6.689992733299732e-05,104.6330111999996,2,2,0,0,0,0,0,1,0,Supported partition description but missing maximum is not handled.
g025,"How do Kafka consumer groups divide work, and what is the default rebalance timeout?",partial,missing_configuration,baseline,Kafka consumer groups divide work by assigning each partition to at most one consumer within the group. This allows the group to effectively divide the topic's workload among its,,UNDECLARED,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|kubernetes-scheduling.md,5,0,0,2,0.10444319993257523,0.06543700001202524,0.03894509980455041,6.110011599957943e-05,101.76691437500995,2,2,0,0,0,0,0,1,0,Supported group behavior but missing rebalance timeout is not handled.
g026,"According to these documents, what is PostgreSQL's maximum database size?",none,missing_numeric_fact,baseline,"Based on the provided source excerpt from `datasets\raw\postgres-replication.md`, it states that PostgreSQL's maximum database size can be up to 3",,UNDECLARED,postgres-replication.md,1,0,0,2,0.11639210022985935,0.07673380011692643,0.039614600129425526,4.369998350739479e-05,101.76691437500995,1,0,0,1,0,0,0,0,,Invents a maximum database-size value.
g027,Which PostgreSQL configuration parameter guarantees zero RPO across geographic regions?,none,false_guarantee,baseline,The PostgreSQL configuration parameter that guarantees zero Recovery Point Objective (RPO) across geographic regions is **physical streaming replication**. This method of replication copies changes for the,,UNDECLARED,postgres-replication.md|postgres-mvcc.md,2,0,0,2,0.11163890012539923,0.06649590004235506,0.045083200093358755,5.979998968541622e-05,101.76691437500995,1,0,0,1,0,0,0,0,,Falsely presents physical streaming replication as a zero-RPO parameter.
g028,What exact PostgreSQL version introduced streaming replication?,none,missing_version,baseline,"The exact PostgreSQL version that introduced streaming replication was PostgreSQL 9.0. This feature allows for continuous synchronization of data across multiple servers without requiring manual intervention, providing",,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md,5,0,0,2,0.131253199884668,0.066716100089252,0.06445119995623827,8.58998391777277e-05,101.76691437500995,2,0,1,1,0,0,0,0,,Invents PostgreSQL 9.0 and adds unsupported operational detail.
g029,What does SQLSTATE 23505 mean?,none,missing_fact,baseline,SQLSTATE 23505 typically indicates a violation of the foreign key constraint in PostgreSQL. This error occurs when there is no matching value for the referenced,,UNDECLARED,postgres-mvcc.md,1,0,0,2,0.11204549996182323,0.06611029990017414,0.04586640000343323,6.880005821585655e-05,101.1752151750261,1,0,0,1,0,0,0,0,,Invents an incorrect foreign-key meaning for SQLSTATE 23505.
g030,What is the default value of log_min_duration_statement?,none,missing_configuration,baseline,I don't have enough information in the provided sources to answer that question.,,INSUFFICIENT,,0,0,0,0,0.10778390010818839,0.06189989997074008,0.04580990015529096,7.409998215734959e-05,0.0,0,0,0,0,0,0,1,1,,Correct retrieval-level refusal.
g031,How does YugabyteDB xCluster replication resolve write conflicts?,none,missing_fact,baseline,YugabyteDB xCluster replication resolves write conflicts by utilizing replication slots. These slots ensure that the primary PostgreSQL instance does not delete WAL (Write-Ahead Log,,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md|postgres-replication.md,5,0,0,2,0.11727930000051856,0.07790359994396567,0.03930349997244775,7.220008410513401e-05,101.1752151750261,2,0,1,1,0,0,0,0,,Invents an xCluster conflict-resolution mechanism from unrelated slot evidence.
g032,What is the capital of Japan?,none,out_of_domain,baseline,I don't have enough information in the provided sources to answer that question.,,INSUFFICIENT,,0,0,0,0,0.1288902999367565,0.0793588999658823,0.04945910000242293,7.229996845126152e-05,0.0,0,0,0,0,0,0,1,1,,Correct retrieval-level refusal.
g033,Who won the 2022 FIFA World Cup?,none,out_of_domain,baseline,I don't have enough information in the provided sources to answer that question.,,INSUFFICIENT,,0,0,0,0,0.11200309987179935,0.06542809982784092,0.04650170006789267,7.329997606575489e-05,0.0,0,0,0,0,0,0,1,1,,Correct retrieval-level refusal.
g034,Do obsolete PostgreSQL row versions prove that a long-running transaction caused yesterday's production CPU spike?,none,causal_inference,baseline,"No, obsolete PostgreSQL row versions do not directly prove that a long-running transaction caused yesterday's production CPU spike. The excerpt from S1 states that row versions are",,UNDECLARED,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md,5,0,0,2,0.11248630029149354,0.07185790012590587,0.04053350002504885,9.490014053881168e-05,101.1752151750261,1,1,0,0,0,0,1,1,,Correctly rejects the unsupported production-causality inference.
g035,Why does PostgreSQL require synchronous replication for MVCC?,none,false_premise,baseline,PostgreSQL requires synchronous replication for MVCC (Multi-Version Concurrency Control) primarily due to its need to ensure consistency across multiple read operations concurrently accessing the same data,,UNDECLARED,postgres-mvcc.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md,5,0,0,2,0.10892310016788542,0.06336310016922653,0.04550989996641874,5.010003224015236e-05,101.1752151750261,1,0,0,1,0,0,0,0,,Accepts the false premise that synchronous replication is required for MVCC.
g001,How does PostgreSQL streaming replication transfer changes to a standby?,full,none,strict,PostgreSQL streaming replication transfers changes to a standby by keeping one or more standby servers synchronized with a primary database server. The primary records every database change in the write,,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md,5,0,0,2,0.24238549987785518,0.16670170007273555,0.0755397998727858,0.00014399993233382702,135.97692724998342,1,1,0,0,0,0,0,1,,Supported but truncated; required status and citation are missing.
g002,What role does MVCC play in PostgreSQL transaction visibility?,full,none,strict,MVCC (Multiversion Concurrency Control) plays a crucial role in PostgreSQL's transaction visibility by allowing multiple transactions to read and modify data concurrently without conflicts.,,UNDECLARED,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md,5,0,0,2,0.180222500115633,0.10913450014777482,0.07098670001141727,0.0001012999564409256,135.97692724998342,1,0,1,0,0,0,0,0,,Overclaims conflict-free concurrency; required status and citation are missing.
g003,How does Kubernetes select a node for a Pod?,full,none,strict,"Kubernetes selects a node for a Pod by considering various factors including CPU and memory availability, node selectors, node affinities, and storage requirements. The scheduler",,UNDECLARED,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md,4,0,0,2,0.21767760021612048,0.13849150016903877,0.07909839996136725,8.770008571445942e-05,135.97692724998342,1,1,0,0,0,0,0,1,,Supported criteria but incomplete; required status and citation are missing.
g004,What is Kafka primarily used for?,full,none,strict,"EVIDENCE_STATUS: SUPPORTED

Kafka is primarily used for publishing, storing, and processing ordered streams of records. Producers write events to topics,",SUPPORTED,SUPPORTED,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md,4,0,0,2,0.17266619997099042,0.1008260000962764,0.07173889991827309,0.0001012999564409256,135.97692724998342,1,1,0,0,0,0,1,1,,Correct status and answer but no citation.
g005,What durability and latency trade-off does synchronous PostgreSQL replication make?,full,none,strict,The durability and latency trade-off of synchronous PostgreSQL replication involves requiring one or more standby servers to acknowledge a transaction before the primary reports it as committed. This approach ensures,,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md,5,0,0,2,0.1829830000642687,0.10657409997656941,0.07629609992727637,0.00011280016042292118,127.75539134995779,1,1,0,0,0,0,0,1,,Supported acknowledgement behavior but incomplete and uncited.
g006,Why can an inactive replication slot consume disk space on a PostgreSQL primary?,full,none,strict,An inactive replication slot consumes disk space on a PostgreSQL primary because it prevents the primary from deleting WAL segments that a standby or logical replication consumer still needs. Slots must,,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md|postgres-replication.md,5,0,0,2,0.1767068998888135,0.10840680007822812,0.06820450001396239,9.559979662299156e-05,127.75539134995779,1,1,0,0,0,0,1,1,,Correct slot explanation but required status and citation are missing.
g007,How does logical replication differ from physical streaming replication?,full,none,strict,"Logical replication differs from physical streaming replication in several key ways:

- Logical replication focuses on publishing row-level changes for specific tables, whereas physical streaming replication replicates changes",,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md,5,0,0,2,0.18514639977365732,0.11525540007278323,0.06980129983276129,8.96998681128025e-05,127.75539134995779,1,1,0,0,0,0,1,1,,Correct distinction but required status and citation are missing.
g008,How do Read Committed and Repeatable Read differ in their use of snapshots?,full,none,strict,"Read Committed and Repeatable Read differ in their use of snapshots. Under the Read Committed isolation level, each statement receives a new snapshot, while under Repeat",,UNDECLARED,postgres-mvcc.md|postgres-mvcc.md|kafka-overview.md|postgres-replication.md|postgres-replication.md,5,0,0,2,0.1747619998641312,0.10487710009329021,0.06981329992413521,7.159984670579433e-05,127.75539134995779,1,1,0,0,0,0,0,1,,Begins the correct difference but truncates Repeatable Read behavior.
g009,Why can PostgreSQL readers and writers usually proceed without blocking each other?,full,none,strict,"EVIDENCE_STATUS: SUPPORTED

PostgreSQL readers and writers can usually proceed without blocking each other due to Multiversion Concurrency Control (MVCC).",SUPPORTED,SUPPORTED,postgres-mvcc.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md,5,0,0,2,0.16865259991027415,0.1009366000071168,0.06764449994079769,7.149996235966682e-05,121.96097300003748,1,1,0,0,0,0,1,1,,Correct status and supported MVCC claim but no citation.
g010,Why are VACUUM and autovacuum important for obsolete row versions?,full,none,strict,The VACUUM and autovacuum processes are crucial for managing obsolete row versions in PostgreSQL. When a row is deleted or becomes obsolete due to being,,UNDECLARED,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md,3,0,0,2,0.17602920019999146,0.10408660001121461,0.07185970013961196,8.290004916489124e-05,121.96097300003748,1,1,0,0,0,0,0,1,,Supported but too incomplete to answer why maintenance matters.
g011,What is the difference between Kubernetes resource requests and limits during scheduling?,full,none,strict,The difference between Kubernetes resource requests and limits during scheduling lies in how they influence the decision-making process of the Kubernetes Scheduler. Requests represent the minimum amount of CPU and,,UNDECLARED,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md,4,0,0,2,0.15924239996820688,0.09361880016513169,0.06553439982235432,8.919998072087765e-05,121.96097300003748,1,0,1,0,0,0,0,0,,Imprecise request description; limits omitted.
g012,"How do taints, tolerations, and node affinity affect Pod placement?",full,none,strict,"Taints, tolerations, and node affinity all play crucial roles in Pod placement within Kubernetes clusters. Taints allow nodes to reject certain types of Pods",,UNDECLARED,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md,4,0,0,2,0.1828155000694096,0.1085371000226587,0.07419160008430481,8.679996244609356e-05,121.96097300003748,2,2,0,0,0,0,0,1,,Supported taint statements but incomplete overall answer.
g013,What happens after the Kubernetes scheduler binds a Pod to a node?,full,none,strict,"After the Kubernetes scheduler binds a Pod to a node, the kubelet on that node works with the container runtime to obtain images and start the containers.",,UNDECLARED,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-replication.md,5,0,0,2,0.17326249997131526,0.1007833001203835,0.07237199996598065,0.00010719988495111465,117.89386492496124,1,1,0,0,0,0,1,1,,Complete supported answer but required status and citation are missing.
g014,How do Kafka partitions provide ordering and parallelism?,full,none,strict,"Kafka partitions provide both ordering and parallelism through several mechanisms:

- Each partition is replicated across brokers according to its replication factor.
- One replica acts as the",,UNDECLARED,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md,4,0,0,2,0.17175849992781878,0.09712849999777973,0.07452909997664392,0.00010089995339512825,117.89386492496124,1,1,0,0,0,0,0,1,,Supported replication detail does not explain ordering and parallelism.
g015,How do Kafka consumer groups divide partition work?,full,none,strict,Kafka consumer groups divide partition work by assigning each partition to at most one consumer within the group. This allows the group to independently read the same events for separate,,UNDECLARED,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md,4,0,0,2,0.17177350004203618,0.101725900080055,0.0699583999812603,8.919998072087765e-05,117.89386492496124,1,1,0,0,0,0,1,1,,Core consumer-group behavior is correct but uncited.
g016,"How does PostgreSQL streaming replication work, and which exact PostgreSQL version introduced it?",partial,missing_version,strict,PostgreSQL streaming replication works by keeping one or more standby servers synchronized with a primary database server. The primary records every database change in the write-ahead log (common,,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md,5,0,0,2,0.1799098001793027,0.11211430002003908,0.06770320003852248,9.230012074112892e-05,117.89386492496124,1,1,0,0,0,0,0,1,0,Explains replication but does not declare PARTIAL or handle the missing version.
g017,"What trade-off does synchronous replication make, and what is its exact default acknowledgement timeout?",partial,missing_number,strict,The trade-off of synchronous replication is that it requires one or more standby servers to acknowledge a transaction before the primary reports that transaction as committed. This improves durability but,,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md|postgres-replication.md,5,0,0,2,0.18627050006762147,0.1190051999874413,0.06717290007509291,9.240000508725643e-05,121.4091104749823,1,1,0,0,0,0,0,1,0,Explains the trade-off but does not handle the missing timeout.
g018,"Why are replication slots useful, and what exact maximum amount of WAL may a slot retain by default?",partial,missing_number,strict,"Replication slots are useful in preventing the primary from deleting WAL segments that a standby or logical replication consumer still needs. By default, a replication slot retains up to",,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md|postgres-replication.md,5,0,0,2,0.18341119983233511,0.10898899985477328,0.07433299999684095,8.919998072087765e-05,121.4091104749823,1,1,0,0,0,0,0,1,0,Explains slots but does not handle the absent retention maximum.
g019,"How does logical replication differ from physical replication, and what minimum version supports each?",partial,missing_version,strict,Logical replication differs from physical replication in that logical replication publishes row-level changes for selected tables and can replicate between databases with different physical layouts or major PostgreSQL versions. Physical,,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md|kafka-overview.md,5,0,0,2,0.15848689968697727,0.09741509985178709,0.06096919998526573,0.00010259984992444515,121.4091104749823,1,1,0,0,0,0,0,1,0,Explains logical replication but omits the missing versions.
g020,"How do MVCC snapshots determine visibility, and how many bytes of memory does each snapshot consume?",partial,missing_number,strict,"MVCC snapshots determine visibility through the following mechanisms:

- Under the Read Committed isolation level, each SQL statement receives a new snapshot.
- Under Repeatable Read",,UNDECLARED,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md,4,0,0,2,0.1524133998900652,0.09145740000531077,0.06088029989041388,7.569999434053898e-05,121.4091104749823,1,1,0,0,0,0,0,1,0,Starts a supported snapshot comparison but omits memory size.
g021,"What does VACUUM do, and what is the exact default interval at which autovacuum runs?",partial,missing_number,strict,VACUUM performs an operation to reclaim unused space occupied by deleted or obsolete row versions in PostgreSQL databases. It marks these spaces as reusable so they can be,,UNDECLARED,postgres-mvcc.md,1,0,0,2,0.14013529988005757,0.0831855998840183,0.0568830999545753,6.660004146397114e-05,117.22734435001621,1,1,0,0,0,0,0,1,0,Explains VACUUM but not the absent autovacuum interval.
g022,"How does the Kubernetes scheduler filter nodes, and what are the exact default weights for every scoring plugin?",partial,missing_number,strict,"The Kubernetes scheduler filters nodes based on several criteria including CPU and memory availability, node selectors, required node affinity rules, incompatible taints, and storage requirements.",,UNDECLARED,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md,4,0,0,2,0.13736700010485947,0.08639580011367798,0.05088620004244149,8.499994874000549e-05,117.22734435001621,1,1,0,0,0,0,0,1,0,Explains scheduler filtering but not missing scoring weights.
