id,query_type,strategy,question,query_count,hit@1,hit@5,reciprocal_rank,candidate_hit@20,top_source,relevant_rank,retrieval_seconds,found_by,missing_identifiers
qt006,DIRECT,multi_query,What does PostgreSQL VACUUM do?,4,1,1,1.0,1,postgres-mvcc.md,1,0.8287070000078529,original|semantic|technical|alternate,VACUUM
qt007,DIRECT,original,How do Kubernetes taints and tolerations affect scheduling?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.21084590000100434,original,
qt007,DIRECT,rewrite_only,How do Kubernetes taints and tolerations affect scheduling?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.2180273998528719,semantic,
qt007,DIRECT,original_rewrite,How do Kubernetes taints and tolerations affect scheduling?,2,1,1,1.0,1,kubernetes-scheduling.md,1,0.468826400116086,original|semantic,
qt007,DIRECT,multi_query,How do Kubernetes taints and tolerations affect scheduling?,4,1,1,1.0,1,kubernetes-scheduling.md,1,0.6545930998399854,original|semantic|technical|alternate,
qt008,DIRECT,original,How do Kafka consumer groups divide work?,1,1,1,1.0,1,kafka-overview.md,1,0.15714509994722903,original,
qt008,DIRECT,rewrite_only,How do Kafka consumer groups divide work?,1,1,1,1.0,1,kafka-overview.md,1,0.12713550007902086,semantic,
qt008,DIRECT,original_rewrite,How do Kafka consumer groups divide work?,2,1,1,1.0,1,kafka-overview.md,1,0.2590864000376314,original|semantic,
qt008,DIRECT,multi_query,How do Kafka consumer groups divide work?,4,1,1,1.0,1,kafka-overview.md,1,0.515156100038439,original|semantic|technical|alternate,
qt009,DIRECT,original,Why can a PostgreSQL replication slot consume disk space?,1,1,1,1.0,1,postgres-replication.md,1,0.13937590015120804,original,
qt009,DIRECT,rewrite_only,Why can a PostgreSQL replication slot consume disk space?,1,1,1,1.0,1,postgres-replication.md,1,0.139484099810943,semantic,
qt009,DIRECT,original_rewrite,Why can a PostgreSQL replication slot consume disk space?,2,1,1,1.0,1,postgres-replication.md,1,0.267277600010857,original|semantic,
qt009,DIRECT,multi_query,Why can a PostgreSQL replication slot consume disk space?,4,1,1,1.0,1,postgres-replication.md,1,0.5359925001394004,original|semantic|technical|alternate,
qt010,DIRECT,original,How does logical replication differ from physical streaming replication?,1,1,1,1.0,1,postgres-replication.md,1,0.13169319997541606,original,
qt010,DIRECT,rewrite_only,How does logical replication differ from physical streaming replication?,1,1,1,1.0,1,postgres-replication.md,1,0.13110959995537996,semantic,
qt010,DIRECT,original_rewrite,How does logical replication differ from physical streaming replication?,2,1,1,1.0,1,postgres-replication.md,1,0.26968579995445907,original|semantic,
qt010,DIRECT,multi_query,How does logical replication differ from physical streaming replication?,4,1,1,1.0,1,postgres-replication.md,1,0.481639799894765,original|semantic|technical|alternate,
qt011,PARAPHRASE,original,How can database readers see stable data without making writers wait?,1,1,1,1.0,1,postgres-mvcc.md,1,0.12784600001759827,original,
qt011,PARAPHRASE,rewrite_only,How can database readers see stable data without making writers wait?,1,1,1,1.0,1,postgres-mvcc.md,1,0.1284866000059992,semantic,
qt011,PARAPHRASE,original_rewrite,How can database readers see stable data without making writers wait?,2,1,1,1.0,1,postgres-mvcc.md,1,0.2572229001671076,original|semantic,
qt011,PARAPHRASE,multi_query,How can database readers see stable data without making writers wait?,4,1,1,1.0,1,postgres-mvcc.md,1,0.4972234999295324,original|semantic|technical|alternate,
qt012,PARAPHRASE,original,How are change records shipped and applied to a backup database?,1,0,1,0.25,1,postgres-mvcc.md,4,0.12249169987626374,original,
qt012,PARAPHRASE,rewrite_only,How are change records shipped and applied to a backup database?,1,1,1,1.0,1,postgres-replication.md,1,0.1365968999452889,semantic,
qt012,PARAPHRASE,original_rewrite,How are change records shipped and applied to a backup database?,2,1,1,1.0,1,postgres-replication.md,1,0.30534270009957254,original|semantic,
qt012,PARAPHRASE,multi_query,How are change records shipped and applied to a backup database?,4,1,1,1.0,1,postgres-replication.md,1,0.5123670999892056,original|semantic|technical|alternate,
qt013,PARAPHRASE,original,What decides where a newly requested workload runs in a cluster?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.12505010003224015,original,
qt013,PARAPHRASE,rewrite_only,What decides where a newly requested workload runs in a cluster?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.15322399977594614,semantic,
qt013,PARAPHRASE,original_rewrite,What decides where a newly requested workload runs in a cluster?,2,1,1,1.0,1,kubernetes-scheduling.md,1,0.279152600094676,original|semantic,
qt013,PARAPHRASE,multi_query,What decides where a newly requested workload runs in a cluster?,4,1,1,1.0,1,kubernetes-scheduling.md,1,0.5764913000166416,original|semantic|technical|alternate,
qt014,PARAPHRASE,original,How can separate applications independently reread the same ordered events?,1,1,1,1.0,1,kafka-overview.md,1,0.14673999999649823,original,
qt014,PARAPHRASE,rewrite_only,How can separate applications independently reread the same ordered events?,1,1,1,1.0,1,kafka-overview.md,1,0.13524920004419982,semantic,
qt014,PARAPHRASE,original_rewrite,How can separate applications independently reread the same ordered events?,2,1,1,1.0,1,kafka-overview.md,1,0.2538407000247389,original|semantic,
qt014,PARAPHRASE,multi_query,How can separate applications independently reread the same ordered events?,4,1,1,1.0,1,kafka-overview.md,1,0.5196370999328792,original|semantic|technical|alternate,
qt015,PARAPHRASE,original,Why might old copies of updated rows remain on disk?,1,1,1,1.0,1,postgres-mvcc.md,1,0.12000029999762774,original,
qt015,PARAPHRASE,rewrite_only,Why might old copies of updated rows remain on disk?,1,1,1,1.0,1,postgres-mvcc.md,1,0.1539976999629289,semantic,
qt015,PARAPHRASE,original_rewrite,Why might old copies of updated rows remain on disk?,2,1,1,1.0,1,postgres-mvcc.md,1,0.30620489991270006,original|semantic,
qt015,PARAPHRASE,multi_query,Why might old copies of updated rows remain on disk?,4,1,1,1.0,1,postgres-mvcc.md,1,0.5330607001669705,original|semantic|technical|alternate,
qt016,PARAPHRASE,original,How does the cluster avoid placing a workload on an unsuitable machine?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.13924749987199903,original,
qt016,PARAPHRASE,rewrite_only,How does the cluster avoid placing a workload on an unsuitable machine?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.1278411999810487,semantic,
qt016,PARAPHRASE,original_rewrite,How does the cluster avoid placing a workload on an unsuitable machine?,2,1,1,1.0,1,kubernetes-scheduling.md,1,0.280534700024873,original|semantic,
qt016,PARAPHRASE,multi_query,How does the cluster avoid placing a workload on an unsuitable machine?,4,1,1,1.0,1,kubernetes-scheduling.md,1,0.5961712999269366,original|semantic|technical|alternate,
qt017,PARAPHRASE,original,How is an event log spread across servers for parallelism and resilience?,1,1,1,1.0,1,kafka-overview.md,1,0.13156690006144345,original,
qt017,PARAPHRASE,rewrite_only,How is an event log spread across servers for parallelism and resilience?,1,1,1,1.0,1,kafka-overview.md,1,0.1485265998635441,semantic,
qt017,PARAPHRASE,original_rewrite,How is an event log spread across servers for parallelism and resilience?,2,1,1,1.0,1,kafka-overview.md,1,0.27484430000185966,original|semantic,
qt017,PARAPHRASE,multi_query,How is an event log spread across servers for parallelism and resilience?,4,1,1,1.0,1,kafka-overview.md,1,0.512830400140956,original|semantic|technical|alternate,
qt018,PARAPHRASE,original,What happens when the main database disappears and a copy must take writes?,1,1,1,1.0,1,postgres-replication.md,1,0.13712580013088882,original,
qt018,PARAPHRASE,rewrite_only,What happens when the main database disappears and a copy must take writes?,1,1,1,1.0,1,postgres-replication.md,1,0.14363599987700582,semantic,
qt018,PARAPHRASE,original_rewrite,What happens when the main database disappears and a copy must take writes?,2,1,1,1.0,1,postgres-replication.md,1,0.3568517998792231,original|semantic,
qt018,PARAPHRASE,multi_query,What happens when the main database disappears and a copy must take writes?,4,1,1,1.0,1,postgres-replication.md,1,0.521122100064531,original|semantic|technical|alternate,
qt019,PARAPHRASE,original,Why do declared resources matter more than momentary usage for workload placement?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.1379974998999387,original,
qt019,PARAPHRASE,rewrite_only,Why do declared resources matter more than momentary usage for workload placement?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.1331245000474155,semantic,
qt019,PARAPHRASE,original_rewrite,Why do declared resources matter more than momentary usage for workload placement?,2,1,1,1.0,1,kubernetes-scheduling.md,1,0.24247719999402761,original|semantic,
qt019,PARAPHRASE,multi_query,Why do declared resources matter more than momentary usage for workload placement?,4,1,1,1.0,1,kubernetes-scheduling.md,1,0.4700763002038002,original|semantic|technical|alternate,
qt020,PARAPHRASE,original,How can a stream reader go back and process earlier records again?,1,0,1,0.2,1,postgres-replication.md,5,0.11203649989329278,original,
qt020,PARAPHRASE,rewrite_only,How can a stream reader go back and process earlier records again?,1,1,1,1.0,1,kafka-overview.md,1,0.13664360018447042,semantic,
qt020,PARAPHRASE,original_rewrite,How can a stream reader go back and process earlier records again?,2,1,1,1.0,1,kafka-overview.md,1,0.25268070003949106,original|semantic,
qt020,PARAPHRASE,multi_query,How can a stream reader go back and process earlier records again?,4,1,1,1.0,1,kafka-overview.md,1,0.5103843999095261,original|semantic|technical|alternate,
qt021,VAGUE,original,Why are old versions not getting cleaned up?,1,1,1,1.0,1,postgres-mvcc.md,1,0.14019130007363856,original,
qt021,VAGUE,rewrite_only,Why are old versions not getting cleaned up?,1,1,1,1.0,1,postgres-mvcc.md,1,0.13780259992927313,semantic,
qt021,VAGUE,original_rewrite,Why are old versions not getting cleaned up?,2,1,1,1.0,1,postgres-mvcc.md,1,0.3066312000155449,original|semantic,
qt021,VAGUE,multi_query,Why are old versions not getting cleaned up?,4,1,1,1.0,1,postgres-mvcc.md,1,0.5361683999653906,original|semantic|technical|alternate,
qt022,VAGUE,original,Why is the replica falling behind?,1,1,1,1.0,1,postgres-replication.md,1,0.12896039988845587,original,
qt022,VAGUE,rewrite_only,Why is the replica falling behind?,1,1,1,1.0,1,postgres-replication.md,1,0.13154430012218654,semantic,
qt022,VAGUE,original_rewrite,Why is the replica falling behind?,2,1,1,1.0,1,postgres-replication.md,1,0.25850590015761554,original|semantic,
qt022,VAGUE,multi_query,Why is the replica falling behind?,4,1,1,1.0,1,postgres-replication.md,1,0.5928648000117391,original|semantic|technical|alternate,
qt023,VAGUE,original,Why is my workload still pending?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.13474919996224344,original,
qt023,VAGUE,rewrite_only,Why is my workload still pending?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.13194019999355078,semantic,
qt023,VAGUE,original_rewrite,Why is my workload still pending?,2,1,1,1.0,1,kubernetes-scheduling.md,1,0.24310119985602796,original|semantic,
qt023,VAGUE,multi_query,Why is my workload still pending?,4,1,1,1.0,1,kubernetes-scheduling.md,1,0.5253952001221478,original|semantic|technical|alternate,
qt024,VAGUE,original,How can I read the same messages again?,1,1,1,1.0,1,kafka-overview.md,1,0.1437863998580724,original,
qt024,VAGUE,rewrite_only,How can I read the same messages again?,1,1,1,1.0,1,kafka-overview.md,1,0.15691739995963871,semantic,
qt024,VAGUE,original_rewrite,How can I read the same messages again?,2,1,1,1.0,1,kafka-overview.md,1,0.269279700005427,original|semantic,
qt024,VAGUE,multi_query,How can I read the same messages again?,4,1,1,1.0,1,kafka-overview.md,1,0.5254959999583662,original|semantic|technical|alternate,
qt025,VAGUE,original,Why is commit slower now?,1,0,1,0.3333333333333333,1,postgres-mvcc.md,3,0.12960710003972054,original,
qt025,VAGUE,rewrite_only,Why is commit slower now?,1,1,1,1.0,1,postgres-replication.md,1,0.11887000012211502,semantic,
qt025,VAGUE,original_rewrite,Why is commit slower now?,2,1,1,1.0,1,postgres-replication.md,1,0.2639049000572413,original|semantic,
qt025,VAGUE,multi_query,Why is commit slower now?,4,1,1,1.0,1,postgres-replication.md,1,0.5647432000841945,original|semantic|technical|alternate,
qt026,VAGUE,original,Why do reads keep changing between statements?,1,1,1,1.0,1,postgres-mvcc.md,1,0.12281659990549088,original,
qt026,VAGUE,rewrite_only,Why do reads keep changing between statements?,1,1,1,1.0,1,postgres-mvcc.md,1,0.1210771999321878,semantic,
qt026,VAGUE,original_rewrite,Why do reads keep changing between statements?,2,1,1,1.0,1,postgres-mvcc.md,1,0.26866609998978674,original|semantic,
qt026,VAGUE,multi_query,Why do reads keep changing between statements?,4,1,1,1.0,1,postgres-mvcc.md,1,0.558160400018096,original|semantic|technical|alternate,
qt027,VAGUE,original,Why won't this workload run on that machine?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.1526526000816375,original,
qt027,VAGUE,rewrite_only,Why won't this workload run on that machine?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.16442889999598265,semantic,
qt027,VAGUE,original_rewrite,Why won't this workload run on that machine?,2,1,1,1.0,1,kubernetes-scheduling.md,1,0.26674699992872775,original|semantic,
qt027,VAGUE,multi_query,Why won't this workload run on that machine?,4,1,1,1.0,1,kubernetes-scheduling.md,1,0.5228357999585569,original|semantic|technical|alternate,
qt028,VAGUE,original,Why isn't one reader handling every partition?,1,1,1,1.0,1,kafka-overview.md,1,0.13511240016669035,original,
qt028,VAGUE,rewrite_only,Why isn't one reader handling every partition?,1,1,1,1.0,1,kafka-overview.md,1,0.14983410015702248,semantic,
qt028,VAGUE,original_rewrite,Why isn't one reader handling every partition?,2,1,1,1.0,1,kafka-overview.md,1,0.2848874998744577,original|semantic,
qt028,VAGUE,multi_query,Why isn't one reader handling every partition?,4,1,1,1.0,1,kafka-overview.md,1,0.602404500124976,original|semantic|technical|alternate,
qt029,VAGUE,original,Why is the log filling the disk?,1,0,1,0.25,1,kafka-overview.md,4,0.11548639996908605,original,
qt029,VAGUE,rewrite_only,Why is the log filling the disk?,1,0,1,0.5,1,postgres-mvcc.md,2,0.1050889000762254,semantic,
qt029,VAGUE,original_rewrite,Why is the log filling the disk?,2,0,1,0.5,1,postgres-mvcc.md,2,0.2599190999753773,original|semantic,
qt029,VAGUE,multi_query,Why is the log filling the disk?,4,1,1,1.0,1,postgres-replication.md,1,0.6139558998402208,original|semantic|technical|alternate,
qt030,VAGUE,original,Who actually starts the containers?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.1430931999348104,original,
qt030,VAGUE,rewrite_only,Who actually starts the containers?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.1459042001515627,semantic,
qt030,VAGUE,original_rewrite,Who actually starts the containers?,2,1,1,1.0,1,kubernetes-scheduling.md,1,0.286347399931401,original|semantic,
qt030,VAGUE,multi_query,Who actually starts the containers?,4,1,1,1.0,1,kubernetes-scheduling.md,1,0.6258857999928296,original|semantic|technical|alternate,
qt031,EXACT_IDENTIFIER,original,What does WAL do in PostgreSQL streaming replication?,1,1,1,1.0,1,postgres-replication.md,1,0.1527009999845177,original,
qt031,EXACT_IDENTIFIER,rewrite_only,What does WAL do in PostgreSQL streaming replication?,1,1,1,1.0,1,postgres-replication.md,1,0.1407260000705719,semantic,
qt031,EXACT_IDENTIFIER,original_rewrite,What does WAL do in PostgreSQL streaming replication?,2,1,1,1.0,1,postgres-replication.md,1,0.25815170002169907,original|semantic,
qt031,EXACT_IDENTIFIER,multi_query,What does WAL do in PostgreSQL streaming replication?,4,1,1,1.0,1,postgres-replication.md,1,0.5634055000264198,original|semantic|technical|alternate,
qt032,EXACT_IDENTIFIER,original,What does MVCC provide in PostgreSQL?,1,1,1,1.0,1,postgres-mvcc.md,1,0.1679747998714447,original,
qt032,EXACT_IDENTIFIER,rewrite_only,What does MVCC provide in PostgreSQL?,1,1,1,1.0,1,postgres-mvcc.md,1,0.16530389990657568,semantic,
qt032,EXACT_IDENTIFIER,original_rewrite,What does MVCC provide in PostgreSQL?,2,1,1,1.0,1,postgres-mvcc.md,1,0.34001750010065734,original|semantic,
qt032,EXACT_IDENTIFIER,multi_query,What does MVCC provide in PostgreSQL?,4,1,1,1.0,1,postgres-mvcc.md,1,0.6433009000029415,original|semantic|technical|alternate,
qt033,EXACT_IDENTIFIER,original,What does VACUUM do with obsolete row versions?,1,1,1,1.0,1,postgres-mvcc.md,1,0.16180059988982975,original,
qt033,EXACT_IDENTIFIER,rewrite_only,What does VACUUM do with obsolete row versions?,1,1,1,1.0,1,postgres-mvcc.md,1,0.15609849989414215,semantic,
qt033,EXACT_IDENTIFIER,original_rewrite,What does VACUUM do with obsolete row versions?,2,1,1,1.0,1,postgres-mvcc.md,1,0.23555410001426935,original|semantic,
qt033,EXACT_IDENTIFIER,multi_query,What does VACUUM do with obsolete row versions?,4,1,1,1.0,1,postgres-mvcc.md,1,0.5582538999151438,original|semantic|technical|alternate,
qt034,EXACT_IDENTIFIER,original,How does Read Committed choose snapshots?,1,1,1,1.0,1,postgres-mvcc.md,1,0.14169150008819997,original,
qt034,EXACT_IDENTIFIER,rewrite_only,How does Read Committed choose snapshots?,1,1,1,1.0,1,postgres-mvcc.md,1,0.1426309000235051,semantic,
qt034,EXACT_IDENTIFIER,original_rewrite,How does Read Committed choose snapshots?,2,1,1,1.0,1,postgres-mvcc.md,1,0.3017186000943184,original|semantic,
qt034,EXACT_IDENTIFIER,multi_query,How does Read Committed choose snapshots?,4,1,1,1.0,1,postgres-mvcc.md,1,0.5571715999394655,original|semantic|technical|alternate,
qt035,EXACT_IDENTIFIER,original,How does Repeatable Read use a snapshot?,1,1,1,1.0,1,postgres-mvcc.md,1,0.16175219998694956,original,
qt035,EXACT_IDENTIFIER,rewrite_only,How does Repeatable Read use a snapshot?,1,1,1,1.0,1,postgres-mvcc.md,1,0.1856764000840485,semantic,
qt035,EXACT_IDENTIFIER,original_rewrite,How does Repeatable Read use a snapshot?,2,1,1,1.0,1,postgres-mvcc.md,1,0.27002719999291,original|semantic,
qt035,EXACT_IDENTIFIER,multi_query,How does Repeatable Read use a snapshot?,4,1,1,1.0,1,postgres-mvcc.md,1,0.5441004000604153,original|semantic|technical|alternate,
qt036,EXACT_IDENTIFIER,original,What does node affinity do for a Pod?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.13056640001013875,original,
qt036,EXACT_IDENTIFIER,rewrite_only,What does node affinity do for a Pod?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.14132709987461567,semantic,
qt036,EXACT_IDENTIFIER,original_rewrite,What does node affinity do for a Pod?,2,1,1,1.0,1,kubernetes-scheduling.md,1,0.2679014001041651,original|semantic,
qt036,EXACT_IDENTIFIER,multi_query,What does node affinity do for a Pod?,4,1,1,1.0,1,kubernetes-scheduling.md,1,0.5684752999804914,original|semantic|technical|alternate,
qt037,EXACT_IDENTIFIER,original,What does kubelet do after Pod binding?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.13482210016809404,original,
qt037,EXACT_IDENTIFIER,rewrite_only,What does kubelet do after Pod binding?,1,1,1,1.0,1,kubernetes-scheduling.md,1,0.13714430015534163,semantic,
qt037,EXACT_IDENTIFIER,original_rewrite,What does kubelet do after Pod binding?,2,1,1,1.0,1,kubernetes-scheduling.md,1,0.27829260006546974,original|semantic,
qt037,EXACT_IDENTIFIER,multi_query,What does kubelet do after Pod binding?,4,1,1,1.0,1,kubernetes-scheduling.md,1,0.5745916001033038,original|semantic|technical|alternate,
qt038,EXACT_IDENTIFIER,original,What is a Kafka topic partition?,1,1,1,1.0,1,kafka-overview.md,1,0.13464089995250106,original,
qt038,EXACT_IDENTIFIER,rewrite_only,What is a Kafka topic partition?,1,1,1,1.0,1,kafka-overview.md,1,0.1589722998905927,semantic,
qt038,EXACT_IDENTIFIER,original_rewrite,What is a Kafka topic partition?,2,1,1,1.0,1,kafka-overview.md,1,0.3000868000090122,original|semantic,
qt038,EXACT_IDENTIFIER,multi_query,What is a Kafka topic partition?,4,1,1,1.0,1,kafka-overview.md,1,0.5378211000934243,original|semantic|technical|alternate,
qt039,EXACT_IDENTIFIER,original,What does a Kafka consumer group do?,1,1,1,1.0,1,kafka-overview.md,1,0.12981129996478558,original,
qt039,EXACT_IDENTIFIER,rewrite_only,What does a Kafka consumer group do?,1,1,1,1.0,1,kafka-overview.md,1,0.1307071999181062,semantic,
qt039,EXACT_IDENTIFIER,original_rewrite,What does a Kafka consumer group do?,2,1,1,1.0,1,kafka-overview.md,1,0.2685424000956118,original|semantic,
qt039,EXACT_IDENTIFIER,multi_query,What does a Kafka consumer group do?,4,1,1,1.0,1,kafka-overview.md,1,0.5721624998841435,original|semantic|technical|alternate,
qt040,EXACT_IDENTIFIER,original,What is a replication slot?,1,1,1,1.0,1,postgres-replication.md,1,0.12438230006955564,original,
qt040,EXACT_IDENTIFIER,rewrite_only,What is a replication slot?,1,1,1,1.0,1,postgres-replication.md,1,0.14048200007528067,semantic,
qt040,EXACT_IDENTIFIER,original_rewrite,What is a replication slot?,2,1,1,1.0,1,postgres-replication.md,1,0.2510001000482589,original|semantic,
qt040,EXACT_IDENTIFIER,multi_query,What is a replication slot?,4,1,1,1.0,1,postgres-replication.md,1,0.514428999973461,original|semantic|technical|alternate,
qt041,MULTI_PART,original,"How does streaming replication work, and what can happen if an asynchronous standby has not received the latest WAL?",1,1,1,1.0,1,postgres-replication.md,1,0.16144239995628595,original,
qt041,MULTI_PART,rewrite_only,"How does streaming replication work, and what can happen if an asynchronous standby has not received the latest WAL?",1,1,1,1.0,1,postgres-replication.md,1,0.17780379997566342,semantic,
qt041,MULTI_PART,original_rewrite,"How does streaming replication work, and what can happen if an asynchronous standby has not received the latest WAL?",2,1,1,1.0,1,postgres-replication.md,1,0.28099960018880665,original|semantic,
qt041,MULTI_PART,multi_query,"How does streaming replication work, and what can happen if an asynchronous standby has not received the latest WAL?",4,1,1,1.0,1,postgres-replication.md,1,0.5624327999539673,original|semantic|technical|alternate,
qt042,MULTI_PART,original,"How do snapshots provide MVCC visibility, and how does VACUUM reclaim obsolete versions?",1,1,1,1.0,1,postgres-mvcc.md,1,0.1598624000325799,original,MVCC|VACUUM
qt042,MULTI_PART,rewrite_only,"How do snapshots provide MVCC visibility, and how does VACUUM reclaim obsolete versions?",1,1,1,1.0,1,postgres-mvcc.md,1,0.1708984998986125,semantic,MVCC|VACUUM
qt042,MULTI_PART,original_rewrite,"How do snapshots provide MVCC visibility, and how does VACUUM reclaim obsolete versions?",2,1,1,1.0,1,postgres-mvcc.md,1,0.3210397001821548,original|semantic,MVCC|VACUUM
qt042,MULTI_PART,multi_query,"How do snapshots provide MVCC visibility, and how does VACUUM reclaim obsolete versions?",4,1,1,1.0,1,postgres-mvcc.md,1,0.6356073999777436,original|semantic|technical|alternate,MVCC|VACUUM
qt043,MULTI_PART,original,"How does Kubernetes filter and score nodes, and what happens after a Pod is bound?",1,1,1,1.0,1,kubernetes-scheduling.md,1,0.17296630004420877,original,
qt043,MULTI_PART,rewrite_only,"How does Kubernetes filter and score nodes, and what happens after a Pod is bound?",1,1,1,1.0,1,kubernetes-scheduling.md,1,0.16682939999736845,semantic,
qt043,MULTI_PART,original_rewrite,"How does Kubernetes filter and score nodes, and what happens after a Pod is bound?",2,1,1,1.0,1,kubernetes-scheduling.md,1,0.3189229001291096,original|semantic,
qt043,MULTI_PART,multi_query,"How does Kubernetes filter and score nodes, and what happens after a Pod is bound?",4,1,1,1.0,1,kubernetes-scheduling.md,1,0.711147699970752,original|semantic|technical|alternate,
qt044,MULTI_PART,original,"How do Kafka partitions enable parallelism, and how are they replicated across brokers?",1,1,1,1.0,1,kafka-overview.md,1,0.15581639995798469,original,
qt044,MULTI_PART,rewrite_only,"How do Kafka partitions enable parallelism, and how are they replicated across brokers?",1,1,1,1.0,1,kafka-overview.md,1,0.11695070005953312,semantic,
qt044,MULTI_PART,original_rewrite,"How do Kafka partitions enable parallelism, and how are they replicated across brokers?",2,1,1,1.0,1,kafka-overview.md,1,0.23683029995299876,original|semantic,
qt044,MULTI_PART,multi_query,"How do Kafka partitions enable parallelism, and how are they replicated across brokers?",4,1,1,1.0,1,kafka-overview.md,1,0.6042362998705357,original|semantic|technical|alternate,
qt045,MULTI_PART,original,"What improves with synchronous replication, and why can commit latency increase?",1,1,1,1.0,1,postgres-replication.md,1,0.1386426999233663,original,
qt045,MULTI_PART,rewrite_only,"What improves with synchronous replication, and why can commit latency increase?",1,1,1,1.0,1,postgres-replication.md,1,0.11937989993020892,semantic,
qt045,MULTI_PART,original_rewrite,"What improves with synchronous replication, and why can commit latency increase?",2,1,1,1.0,1,postgres-replication.md,1,0.2564312999602407,original|semantic,
